company_name,url,revenue_class
イビデン株式会社,https://www.ibiden.co.jp/,C
グローリー株式会社,https://www.glory.co.jp/,C
西松建設株式会社,https://www.nishimatsu.co.jp/,C
東建コーポレーション株式会社,https://www.token.co.jp/corporate/,C
セントラルフォレストグループ株式会社,https://www.centralforestgroup.co.jp/,C
株式会社ハピネット,https://www.happinet.co.jp/,C
宝ホールディングス株式会社,https://www.takara.co.jp/,C
株式会社千葉銀行,https://www.chibabank.co.jp/company,C
ＰＨＣホールディングス株式会社,https://www.phchd.com/jp/about/profile,C
江崎グリコ株式会社,https://www.glico.com/jp/company/,C
株式会社めぶきフィナンシャルグループ,https://www.mebuki-fg.co.jp/company/,C
コクヨ株式会社,https://www.kokuyo.com/about/,C
リョーサン菱洋ホールディングス株式会社,https://www.rr-hds.co.jp/,C
三協立山株式会社,https://www.st-grp.co.jp/,C
イオン北海道株式会社,https://www.aeon-hokkaido.jp/home.html,C
株式会社ニフコ,https://www.nifco.com/company/,C
ＶＴホールディングス株式会社,https://www.vt-holdings.co.jp/,C
日産車体株式会社,https://www.nissan-shatai.co.jp/,C
ＯＵＧホールディングス株式会社,https://www.oug.co.jp/ja/index.html,C
ａｒｔｉｅｎｃｅ株式会社,https://www.artiencegroup.com/ja/,C
株式会社タダノ,https://www.tadano.co.jp/company/,C
大木ヘルスケアホールディングス株式会社,http://www.ohki-net.co.jp/,C
株式会社ミツバ,https://www.mitsuba.co.jp/jp/company/index.html,C
武蔵精密工業株式会社,https://www.musashi.co.jp/,C
株式会社髙松コンストラクショングループ,https://www.takamatsu-cg.co.jp/,C
鴻池運輸株式会社,https://www.konoike.net/company/,C
株式会社トクヤマ,https://www.tokuyama.co.jp/,C
ケイアイスター不動産株式会社,https://ki-group.co.jp/,C
太陽誘電株式会社,https://www.yuden.co.jp/jp/company/,C
